,sentence,predict
12085,공원은 24시간 개방하지만 공원 내에 있는 도산기념관은 평일에 오전 10시각부터 오후 6때까지 운영하고 있습니다.,0.0
8534,9한 달 12업무 입니다. ,0.0
14730,아 그렇습니까? 연락 주셔서 고마움합니다.,0.0
1149, 네 입출금 계정에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
1803, 무슨소리하시는거죠? 지금 그 입출금 계정 제가 신고 해놨거든요? 네 은행 사용자 계정에 화폐을 다 빼가셨더라고요,1.0
8480, 수납 담당자님 사용자 계정 연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
9935, 무슨소리하시는거죠? 지금 그 입출금 은행 계좌 제가 신고 해놨거든요? 네 은행 로그인 계정에 화폐을 다 빼가셨더라고요,1.0
16717,점등등시간은 오후 5시기부터 소그리고시간은 밤 10시기 입니다. ,0.0
2143, 수납 담당자님 은행 은행 계정 전화숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
9189, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 입출금 은행 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠?,1.0
9845, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 은행 사용자 계정 연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
5846, 네 사기 범죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
16720,근처 공영주차장을 이용함하시각면 됩니다.,0.0
8840, 20만원 큰 재정도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
6749, 아휴 그럼 어떻게 해요. 제가 재정 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기죄 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
546, 아 네 안녕하세요 저희 그 하나캐피탈에서 연락을 드렸습니다 아 그래요? 네네네 고객님께서 이제 중개업체쪽에서 필요 자본 부분 신청하신 건 때문에 연락을 드린거구요,1.0
9662, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 아이디 한번 부탁 드릴게요 농협이요? 네 예.,1.0
16583,OOOO-OOOO으로 문의 하시각면 될물건같습니다.,0.0
3643, 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 재정 드시니까 좋으세요?,1.0
4924, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 은행 계좌 한번 부탁 드릴게요 농협이요?,1.0
15897,"내근직 만근기준 1,093,980돈입니다",0.0
4100, 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요? 아휴 그럼 어떻게 해요. 제가 자금 입금하기 바로 쓸 수가 있는거지.,1.0
12810,"오리엔테이션 참여, 계좌 개설 및 카드 발행, 약정체결, 진로 적성 자가체크를 진행합니다.",0.0
751, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 은행 은행 계좌 식별식별번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
8437, 무슨소리하시는거죠? 지금 그 입출금 입출금 계좌 제가 신고 해놨거든요? 네 은행 로그인 계정에 화폐을 다 빼가셨더라고요,1.0
11677,10날짜 정도 공고를 할 사물입니다.,0.0
6990,최근6개월이내 여권사진과 수수료요구합니다.,0.0
6105, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스피싱 공격 같기도 하고,1.0
1379, 네 무슨말씀이시죠? 아..제가 보니까 제게 상환이 다 안되있더라구요 상환이 안되셨다구요? 네네,1.0
7489, 확인하기갑사합니다. 수도요금독촉장이 나간상태입니다,0.0
5424, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
10596,서울시내도서관 외벽과 상암디지털미디어스트리트입니다,0.0
10443, 아 뭐 통장 식별연락처는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 사용자 계정 식별식별번호만 여쭤보면 뭐합니까?,1.0
3335,아직 익숙하지 않으셔서 그러실사물에요.,0.0
2377, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 입출금 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
1808,"모바일 검색창에 ""자동차세 계산기""를 검색하셔도 자동차세 조회가 실행 가능하십니다.",0.0
8686, 느낌이 완전 보이스 보이스피싱 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 화폐을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
7589, 사무실 좀 알아보시고 연락을 주세요 아 재정을 그렇게 먼저 넣는거 처음인데 대출 받아면서 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요,1.0
1580, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금 바로 되고요? 그렇죠.,1.0
444, 매 월 상환하시는 금액은 60개월 기준 원금 이자 포함되신 금액으로 573035원 확인되시는데 괜찮으세요? 아 일단 예 . 이자는 몇 %에요? 이자 5.5%입니다.,1.0
7973, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 로그인 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
14554,그럼 등록 신청자격이 되십니다,0.0
6218, 고객님 본인명의세요? 예 예 수납 담당자님 은행 은행 계좌 숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
8843, 무슨소리하시는거죠? 지금 그 입출금 계정 제가 신고 해놨거든요? 네 입출금 계정에 자본을 다 빼가셨더라고요,1.0
11431,네 본인인증 가능성 있음한 공인인증서 또는 본인 명의의 휴대폰이 필수합니다,0.0
8890, 무슨소리하시는거죠? 지금 그 은행 아이디 제가 신고 해놨거든요? 네 은행 사용자 계정에 자본을 다 빼가셨더라고요,1.0
8857, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
521, 향후 고객님 발생하시는 미래에셋 쪽 부분에 대한 채권 추심에 대한 권한을 부여 받고 진행이 되시면 대출 상품입니다. 괜찮으신가요? 예 예 이 효력을 보유하는 과정으로는 직접 고객님께서 법무법인이나 변호사 공중 사무실을 지정해 주셔서 저희 은행 직원 파견 나가시는 분을 만나 뵙고 3자대면을 통해서 대출 약정서와 공증서를 작성하게 되구요.,1.0
5488, 네 사기죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
9701,네 안전한 라이딩 되시간길 바랍니다.,0.0
8717, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 재정은 만약에 하면 어떻게 받는거에요?,1.0
9911, 아휴 그럼 어떻게 해요. 제가 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 피싱 공격 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
14192,일단 오늘 도중으로 출동하는데 고양이의 출몰에 따라 당일에서 몇 사건 걸리는 경우에 따라도 있겠습니다.,0.0
2946, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스사기 공격 같기도 하고,1.0
1222,"용산구 소재에 무인민원발급기는 보광동거주자기관, 순청향병원, 용산구청, 용산역, 용산세무서 기타이 있습니다. ",0.0
8327, 아 아. 왜냐면 솔직히 이게 보이스속임수 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
9807, 네 은행 은행 계정에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
5830,해당 사항부서 전화번호는 OO-OOOO-OOOO 입니다,0.0
144, 아 그래요? 네네네 고객님께서 이제 중개업체쪽에서 필요 자금 부분 신청하신 건 때문에 연락을 드린거구요 지금 현재 이용중이신 고금리건 채무 러시앤캐시 산와머니 이런 고금리건 채무 이용하시는 부분들 10%이하대 전환대안대출로 좀 연락을 드렸습니다 아 그래요?,1.0
15013,가능성 있음하죠. 말하세요.,0.0
970, 아 그거까지 해야되요? 방문을 해달라고 하신 거 아니에요 지금? 아니 뭐 찾아와서 작성하고 그런 거 아니에요?,1.0
7687, 느낌이 완전 보이스 보이스보이스피싱 이상한게 아니라 지금 자격 요건이 안 되시잖아요 자본을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
8056, 네 속임수 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
4445, 아휴 그럼 어떻게 해요. 제가 예금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
16836,30%에 관련됨하는 금액을 징수하여야 할 세액에 가산하여 세금을 납부하기하시기면 됩니다.,0.0
4342,"또한, 한국장학재단에 국가장학금 신청서 제출절차를 완료한 대학생이며, 재외국민의 상황, '국외 소득·재산 고발제' 도입에 따라 고발한 자단지 도움 가능성 있음합니다. ",0.0
6608, 사장님께서 혹시 안쓰시는 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
13695,서울시 00구 000로 00 입니다.,0.0
12530,고용기관 2층 안내데스크에서 수령하시기면 됩니다.,0.0
6155, 수납 담당자님 사용자 계정 숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
10257, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 로그인 계정 제가 신고 해놨거든요?,1.0
9395, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 은행 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
15628,접수날짜로부터 1한 해 되겠습니다.,0.0
1072, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 입출금 계좌 한번 부탁 드릴게요 농협이요?,1.0
3352, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 대화 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
14541,그러면 우리시각의 주최로 하는 ㅇㅇ축제가 있습니다,0.0
10759,그러면 재산세도 고객님이 내시간는게 맞습니다,0.0
7834, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 사용자 ID가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠?,1.0
6570,해당년도 1개월에 연납요청을 먼저 하셔야합니다.,0.0
1054, 그렇구나... 대리님 네 사기죄 불법 행위치지 마시고요,1.0
6914, 20만원 큰 돈도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
9770,"도시가스, 전기요금, 난방비 감면, 자동차 취등록세 감면, 주택특별 공급제도 등등이 있습니다.",0.0
524, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 녹취를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
4618, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 금액을 드려야 되는거에요? 심사를 보죠.,1.0
11471,"예 필수며, 시민 탑승전후로 손잡이 발판 등등을 소독제 로 철저히 소독하고 있습니다.",0.0
947, 무슨소리하시는거죠? 지금 그 입출금 계정 제가 신고 해놨거든요? 네 은행 아이디에 화폐을 다 빼가셨더라고요,1.0
2404,현재 집고양이를 대상으로 하는 보조사업은 없습니다. ,0.0
9088,네 예치금 1다만화폐 단위씩 총 2단지돈 입금해주시간면 됩니다. ,0.0
16256,서울시내 OOO구 선유로 343입니다.,0.0
